,fixture_id,home_team,away_team,home_goals,away_goals,venue,referee,round,date,season,status,home_coach,home_foramtion,home_players,away_coach,away_formation,away_players,H_avg_ratings,A_avg_ratings
42,635907,Al-Ain,Al-Raed,1.0,0.0,King Saud Sport City Stadium,Khaled Salwi,6,2020-11-28T14:35:00+03:00,2020/2021,Match Finished,M. Skibbe,3-5-2,"[('Ameen Bokhari', 'G'), ('Hassan Al-Harbi', 'D'), ('Saif Hussain', 'D'), ('Yahia Al-Kabie', 'D'), ('Mohammed Al-Shoraimi', 'M'), ('Filip Bradarić', 'M'), ('Saphir Taïder', 'M'), ('Mohammed Nahiri', 'M'), ('Nawwaf Al Harthi', 'M'), ('Faisal Al-Jamaan', 'F'), ('Getterson', 'F')]",B. Hasi,4-4-2,"[('Ahmad Al Harbi', 'G'), ('Nemanja Miletić', 'D'), ('Abdullah Al-Fahad', 'D'), ('Hussain Al-Showaish', 'D'), ('Khalid Al-Khathlan', 'D'), ('Mohammed Fouzair', 'M'), ('Sultan Farhan', 'M'), ('Arnaud Djoum', 'M'), ('Ahmad Zain', 'M'), ('Nemanja Nikolic', 'F'), ('Abdullah Almogren', 'F')]",,
43,635912,Al Taawon,Al-Ettifaq,1.0,1.0,King Abdullah bin Abdulaziz City,Mohammed Al Hoaish,6,2020-11-29T14:15:00+03:00,2020/2021,Match Finished,Abdullah Assiri,4-2-3-1,"[('Cássio', 'G'), ('Yaseen Barnawi', 'D'), ('Iago Santos', 'D'), ('Nawaf Al-Sabhi', 'D'), ('Hassan Kadesh', 'D'), ('Ryan Al-Mousa', 'M'), ('Sandro Manoel', 'M'), ('Mitchell Duke', 'M'), ('Ali Alnemer', 'M'), ('Sumaihan Al-Nabet', 'M'), ('Léandre Tawamba', 'F')]",Khaled Al Atawi,4-4-2,"[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Saeed Al-Rabiei', 'D'), ('Karol Mets', 'D'), ('Ail Fuad', 'D'), ('Mohammed Al Kuwaykibi', 'M'), ('Filip Kiss', 'M'), ('Souza', 'M'), ('Naïm Sliti', 'M'), ('Souleymane Doukara', 'F'), ('Abdullah Al-Salem', 'F')]",,
44,635913,Al Wehda Club,Al Baten,3.0,2.0,King Abdulaziz Sports City Stadium,Faisal Alblwi,6,2020-11-29T17:10:00+03:00,2020/2021,Match Finished,Ivo Vieira,4-2-3-1,"[('Raghid Najjar', 'G'), ('Naif Kariri', 'D'), ('Alberto Botía', 'D'), ('Abdullah Al Hafith', 'D'), ('Mohammed Al Alamri', 'D'), ('Mohammed Al Qarni', 'M'), ('Anselmo', 'M'), ('Hussain Ahmed Al Issa', 'M'), ('Dimitri Petratos', 'M'), ('Hernani', 'M'), ('Ahmed Abdoh Jaber', 'F')]",José Garrido,4-3-3,"[('Martín Campaña', 'G'), ('Saad Al Khayri', 'D'), ('Renato Chaves', 'D'), ('Xandro Schenk', 'D'), ('Hassan Mohammed Raghfawi', 'D'), ('Khaleem Hyland', 'M'), ('Dhaifallah Al-Qarni', 'M'), ('Zakaria Al-Sudani', 'M'), ('Mohamed Rayhi', 'F'), ('Fabio Abreu', 'F'), ('Abdulmalek Al-Shammary', 'F')]",,
45,635914,Al-Ahli Jeddah,Al-Faisaly FC,2.0,1.0,King Abdullah Sports City,Shukri Al Hanfosh,6,2020-11-29T18:40:00+03:00,2020/2021,Match Finished,V. Milojević,4-3-3,"[('Mohammed Al-Owais', 'G'), ('Hassoun', 'D'), ('Motaz Hawsawi', 'D'), ('Abdulbaset Al-Hindi', 'D'), ('Lucas Lima', 'D'), ('Nouh Al-Mousa', 'M'), ('Ljubomir Fejsa', 'M'), ('Marko Marin', 'M'), ('Samuel Owusu', 'F'), ('Omar Al-Soma', 'F'), ('Alexandru Mitriță', 'F')]",Péricles Chamusca,4-1-4-1,"[('Mustafa Malaika', 'G'), ('Khaled Daghriri', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Hicham Faik', 'M'), ('Ismail Omar', 'M'), ('Alexander Merkel', 'M'), ('Abdulaziz Al-Shereid', 'M'), ('Guilherme Augusto', 'M'), ('Júlio Tavares', 'F')]",,
46,635909,Abha,Al-Nassr,2.0,1.0,Prince Sultan bin Abdulaziz Sports City Stadium,Majed Al Shamrani,6,2020-12-03T14:35:00+03:00,2020/2021,Match Finished,A. Chebbi,4-2-3-1,"[('Abdelali Mhamdi', 'G'), ('Fahad Bin Jumayah', 'D'), ('Mehdi Tahrat', 'D'), ('Ahmad Al Hbeab', 'D'), ('Sari Amro', 'D'), ('Karim Aouadhi', 'M'), ('Riyadh Sharahili', 'M'), ('Craig Goodwin', 'M'), ('Saad Bguir', 'M'), ('Saleh Al-Amri', 'M'), ('Carlos Strandberg', 'F')]",Rui Vitória,4-2-3-1,"[('Brad Jones', 'G'), ('Sultan Al-Ghannam', 'D'), ('Maicon', 'D'), ('Abdulelah Alamri', 'D'), ('Jin-su Kim', 'D'), ('Ali Al-Hassan', 'M'), ('Petros', 'M'), ('Nordin Amrabat', 'M'), ('Ayman Yahya', 'M'), ('Khalid Al-Ghannam', 'M'), ('Abderazak Hamdallah', 'F')]",,
47,635910,Al-Hilal Saudi FC,Al-Fateh,3.0,0.0,King Fahd International Stadium,Mohammed Al Nuhait,6,2020-12-03T16:40:00+03:00,2020/2021,Match Finished,R. Lucescu,4-2-3-1,"[('Abdullah Al-Jadani', 'G'), ('Mohammed Al-Burayk', 'D'), ('Hyun Soo Jang', 'D'), ('Mohammed Jahfali', 'D'), ('Yasir Al-Shahrani', 'D'), ('Mohamed Kanno', 'M'), ('Salman Al-Faraj', 'M'), ('Salem Al-Dawsari', 'M'), ('Omar Kharbin', 'M'), ('Luciano Vietto', 'M'), ('Bafetimbi Gomis', 'F')]",Y. Ferrera,4-2-3-1,"[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Amaar Al Dohaim', 'D'), ('Mohammed Naji', 'D'), ('Tawfiq Buhumaid', 'D'), ('Majed Omar Kanabah', 'M'), ('Marwane Saadane', 'M'), ('Ali Al-Zaqan', 'M'), ('Sofiane Bendebka', 'M'), ('Mohammed Al Saeed', 'M'), ('Saša Jovanović', 'F')]",,
48,635917,Dhamk,Al-Ahli Jeddah,4.0,3.0,Prince Sultan bin Abdulaziz Sports City Stadium,Abdullah Al-Harbi,7,2020-12-05T14:30:00+03:00,2020/2021,Match Finished,N. Zekri,4-1-4-1,"[('Moustapha Zeghba', 'G'), ('Tariq Mohammed', 'D'), ('Ibrahim Alnakhli', 'D'), ('Farouk Chafaï', 'D'), ('Mohammed Alzubaidi', 'D'), ('Sergio Vittor', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Abdulaziz Majrashi', 'M'), ('Abdullah Al-Amar', 'M'), ('Mansour Hamzi', 'M'), ('Emilio Zelaya', 'F')]",V. Milojević,4-3-3,"[('Mohammed Al-Owais', 'G'), ('Hassoun', 'D'), ('Motaz Hawsawi', 'D'), ('Abdulbaset Al-Hindi', 'D'), ('Lucas Lima', 'D'), ('Nouh Al-Mousa', 'M'), ('Ljubomir Fejsa', 'M'), ('Driss Fettouhi', 'M'), ('Samuel Owusu', 'F'), ('Omar Al-Soma', 'F'), ('Alexandru Mitriță', 'F')]",,
49,635918,Al Baten,Al Taawon,1.0,1.0,Al-Batin FC Stadium,Shukri Al Hanfosh,7,2020-12-05T16:35:00+03:00,2020/2021,Match Finished,José Garrido,4-3-3,"[('Martín Campaña', 'G'), ('Saad Al Khayri', 'D'), ('Renato Chaves', 'D'), ('Xandro Schenk', 'D'), ('Omar Aloudah', 'D'), ('Dhaifallah Al-Qarni', 'M'), ('Zakaria Al-Sudani', 'M'), ('Abdulmalek Al-Shammary', 'M'), ('Mohamed Rayhi', 'F'), ('Fabio Abreu', 'F'), ('Rakan Shamlan', 'F')]",Abdullah Assiri,4-2-3-1,"[('Cássio', 'G'), ('Yaseen Barnawi', 'D'), ('Iago Santos', 'D'), ('Nawaf Al-Sabhi', 'D'), ('Hassan Kadesh', 'D'), ('Sandro Manoel', 'M'), ('Ryan Al-Mousa', 'M'), ('Mitchell Duke', 'M'), ('Cedric Amissi', 'M'), ('Abdullah Al-Jawaey', 'M'), ('Léandre Tawamba', 'F')]",,
50,635915,Al-Faisaly FC,Al-Ain,1.0,1.0,Al Majma'ah Sports City Stadium,Sultan Al-Harbi,7,2020-12-05T16:45:00+03:00,2020/2021,Match Finished,Péricles Chamusca,4-2-3-1,"[('Mustafa Malaika', 'G'), ('Abdullah Alhassan', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Alexander Merkel', 'M'), ('Hicham Faik', 'M'), ('Abdullah Al-Qahtani', 'M'), ('Romain Amalfitano', 'M'), ('Guilherme Augusto', 'M'), ('Júlio Tavares', 'F')]",M. Skibbe,4-4-2,"[('Ameen Bokhari', 'G'), ('Hassan Al-Harbi', 'D'), ('Bastos', 'D'), ('Saif Hussain', 'D'), ('Yahia Al-Kabie', 'D'), ('Mohammed Al-Shoraimi', 'M'), ('Filip Bradarić', 'M'), ('Saphir Taïder', 'M'), ('Nawwaf Al Harthi', 'M'), ('Amadou Moutari', 'F'), ('Getterson', 'F')]",,
51,635916,Al-Qadisiyah FC,Al Shabab,2.0,1.0,Prince Saud bin Jalawi Stadium,Majed Al Shamrani,7,2020-12-06T16:25:00+03:00,2020/2021,Match Finished,Y. Al Mannai,4-1-4-1,"[('Faisal Al-Masrahi', 'G'), ('Hamad Al Tohaifan', 'D'), ('Uroš Vitas', 'D'), ('Rhys Williams', 'D'), ('Khalifah Aldawsari', 'D'), ('Edson', 'M'), ('Stanley Ohawuchi', 'M'), ('Mihai Bordeianu', 'M'), ('Hassan Al-Amri', 'M'), ('Danilo Asprilla', 'M'), ('Carolus Andria', 'F')]",Pedro Caixinha,4-2-3-1,"[('Giedrius Arlauskis', 'G'), ('Fawaz Al-Sagour', 'D'), ('Igor Lichnovsky', 'D'), ('Ahmed Sharahili', 'D'), ('Abdullah Al-Zoari', 'D'), (""Alfred N'Diaye"", 'M'), ('Husain Al-Monassar', 'M'), ('Turki Al Ammar', 'M'), ('Éver Banega', 'M'), ('Cristian Guanca', 'M'), ('Makhete Diop', 'F')]",,
52,635921,Al Wehda Club,Al-Ittihad FC,1.0,2.0,King Abdulaziz Sports City Stadium,Khaled Salwi,7,2020-12-06T18:45:00+03:00,2020/2021,Match Finished,,4-2-3-1,"[('Raghid Najjar', 'G'), ('Naif Kariri', 'D'), ('Alberto Botía', 'D'), ('Abdullah Al Hafith', 'D'), ('Mohammed Al Alamri', 'D'), ('Mohammed Al Qarni', 'M'), ('Anselmo', 'M'), ('Hussain Ahmed Al Issa', 'M'), ('Dimitri Petratos', 'M'), ('Hernani', 'M'), ('Ahmed Abdoh Jaber', 'F')]",,4-4-2,"[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Ahmed Hegazy', 'D'), ('Hamdan Al-Shamrani', 'D'), ('Abdulaziz Al-Bishi', 'M'), ('Bruno Henrique', 'M'), ('Abdulelah Al Malki', 'M'), ('Garry Rodrigues', 'M'), ('Romarinho', 'F'), ('Aleksandar Prijović', 'F')]",,
53,635919,Al-Fateh,Abha,1.0,3.0,Prince Abdullah bin Jalawi Sports City Stadium,Mohammed Al Qarni,7,2020-12-07T16:30:00+03:00,2020/2021,Match Finished,Y. Ferrera,4-2-3-1,"[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Amaar Al Dohaim', 'D'), ('Marwane Saadane', 'D'), ('Tawfiq Buhumaid', 'D'), ('Mohammed Al-Fuhaid', 'M'), ('Majed Omar Kanabah', 'M'), ('Mourad Batna', 'M'), ('Sofiane Bendebka', 'M'), ('Gustav Wikheim', 'M'), ('Hassan Al-Habib', 'F')]",A. Chebbi,4-2-3-1,"[('Abdelali Mhamdi', 'G'), ('Karam Barnawi', 'D'), ('Mehdi Tahrat', 'D'), ('Nader Abdullah Al Sharari', 'D'), ('Sari Amro', 'D'), ('Karim Aouadhi', 'M'), ('Riyadh Sharahili', 'M'), ('Craig Goodwin', 'M'), ('Saad Bguir', 'M'), ('Saleh Al-Amri', 'M'), ('Carlos Strandberg', 'F')]",,
54,635920,Al-Raed,Al-Hilal Saudi FC,0.0,1.0,King Abdullah bin Abdulaziz City,Faisal Alblwi,7,2020-12-07T16:50:00+03:00,2020/2021,Match Finished,B. Hasi,3-1-4-2,"[('Azzedine Doukha', 'G'), ('Abdullah Al-Fahad', 'D'), ('Nemanja Miletić', 'D'), ('Hussain Al-Showaish', 'D'), ('Sultan Farhan', 'M'), ('Mohammed Al-Dosari', 'M'), ('Jalal Daoudi', 'M'), ('Arnaud Djoum', 'M'), ('Ahmad Zain', 'M'), ('Nemanja Nikolic', 'F'), ('Karim El Berkaoui', 'F')]",R. Lucescu,4-2-3-1,"[('Abdullah Al-Jadani', 'G'), ('Mohammed Al-Burayk', 'D'), ('Hyun Soo Jang', 'D'), ('Ali Al-Boleahi', 'D'), ('Yasir Al-Shahrani', 'D'), ('Mohamed Kanno', 'M'), ('Salman Al-Faraj', 'M'), ('André Carrillo', 'M'), ('Omar Kharbin', 'M'), ('Salem Al-Dawsari', 'M'), ('Bafetimbi Gomis', 'F')]",,
55,635922,Al-Nassr,Al-Ettifaq,2.0,2.0,King Fahd International Stadium,Mohammed Alharbi,7,2020-12-07T18:45:00+03:00,2020/2021,Match Finished,Rui Vitória,4-2-3-1,"[('Brad Jones', 'G'), ('Sultan Al-Ghannam', 'D'), ('Maicon', 'D'), ('Abdullah Madu', 'D'), ('Jin-su Kim', 'D'), ('Abdullah Alkhaibari', 'M'), ('Petros', 'M'), ('Osama Al Khalaf', 'M'), ('Ayman Yahya', 'M'), ('Ali Al-Hassan', 'M'), ('Abderazak Hamdallah', 'F')]",Khaled Al Atawi,4-4-2,"[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Saeed Al-Rabiei', 'D'), ('Karol Mets', 'D'), ('Abdullah Khateeb', 'D'), ('Mohammed Al Kuwaykibi', 'M'), ('Filip Kiss', 'M'), ('Souza', 'M'), ('Naïm Sliti', 'M'), ('Souleymane Doukara', 'F'), ('Abdullah Al-Salem', 'F')]",,
56,635924,Al-Ain,Al-Qadisiyah FC,1.0,2.0,King Saud Sport City Stadium,Sami Al Jires,8,2020-12-11T14:35:00+03:00,2020/2021,Match Finished,M. Skibbe,3-4-1-2,"[('Ameen Bokhari', 'G'), ('Hassan Al-Harbi', 'D'), ('Bastos', 'D'), ('Saif Hussain', 'D'), ('Mohammed Al-Shoraimi', 'M'), ('Filip Bradarić', 'M'), ('Nawwaf Al Harthi', 'M'), ('Yahia Al-Kabie', 'M'), ('Saphir Taïder', 'F'), ('Amadou Moutari', 'F'), ('Getterson', 'F')]",Y. Al Mannai,4-3-3,"[('Faisal Al-Masrahi', 'G'), ('Hamad Al Tohaifan', 'D'), ('Uroš Vitas', 'D'), ('Rhys Williams', 'D'), ('Khalifah Aldawsari', 'D'), ('Mihai Bordeianu', 'M'), ('Edson', 'M'), ('Hassan Al-Amri', 'M'), ('Danilo Asprilla', 'F'), ('Carolus Andria', 'F'), ('Stanley Ohawuchi', 'F')]",,
57,635927,Al-Raed,Al-Faisaly FC,0.0,2.0,King Abdullah bin Abdulaziz City,Abdullah Zafer,8,2020-12-11T16:50:00+03:00,2020/2021,Match Finished,B. Hasi,3-1-4-2,"[('Azzedine Doukha', 'G'), ('Abdullah Al-Fahad', 'D'), ('Nemanja Miletić', 'D'), ('Hussain Al-Showaish', 'D'), ('Sultan Farhan', 'M'), ('Mohammed Fouzair', 'M'), ('Jalal Daoudi', 'M'), ('Arnaud Djoum', 'M'), ('Khalid Al-Khathlan', 'M'), ('Nemanja Nikolic', 'F'), ('Karim El Berkaoui', 'F')]",Péricles Chamusca,4-2-3-1,"[('Mustafa Malaika', 'G'), ('Abdullah Alhassan', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Alexander Merkel', 'M'), ('Hicham Faik', 'M'), ('Ahmed Ashraf', 'M'), ('Romain Amalfitano', 'M'), ('Guilherme Augusto', 'M'), ('Júlio Tavares', 'F')]",,
58,635928,Al Shabab,Al-Ittihad FC,1.0,1.0,Al-Shabab Club Stadium,Mohammed Al Hoaish,8,2020-12-11T18:45:00+03:00,2020/2021,Match Finished,,4-2-3-1,"[('Giedrius Arlauskis', 'G'), ('Mohammed Salem', 'D'), ('Hassan Altambakti', 'D'), ('Igor Lichnovsky', 'D'), ('Abdullah Al-Zoari', 'D'), (""Alfred N'Diaye"", 'M'), ('Husain Al-Monassar', 'M'), ('Nawaf Al-Abed', 'M'), ('Éver Banega', 'M'), ('Fábio Martins', 'M'), ('Makhete Diop', 'F')]",,4-2-3-1,"[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Omar Hawsawi', 'D'), ('Ahmed Hegazy', 'D'), ('Muhannad Alshanqeeti', 'D'), ('Bruno Henrique', 'M'), ('Abdulelah Al Malki', 'M'), ('Abdulaziz Al-Bishi', 'M'), ('Romarinho', 'M'), ('Garry Rodrigues', 'M'), ('Aleksandar Prijović', 'F')]",,
59,635923,Abha,Al Taawon,0.0,0.0,Prince Sultan bin Abdulaziz Sports City Stadium,Raed Al Zahrani,8,2020-12-12T14:35:00+03:00,2020/2021,Match Finished,A. Chebbi,4-2-3-1,"[('Abdelali Mhamdi', 'G'), ('Karam Barnawi', 'D'), ('Mehdi Tahrat', 'D'), ('Nader Abdullah Al Sharari', 'D'), ('Sari Amro', 'D'), ('Karim Aouadhi', 'M'), ('Riyadh Sharahili', 'M'), ('Saleh Al-Amri', 'M'), ('Saad Bguir', 'M'), ('Craig Goodwin', 'M'), ('Carlos Strandberg', 'F')]",Abdullah Assiri,4-2-3-1,"[('Cássio', 'G'), ('Faisal Darwish', 'D'), ('Ahmad Asiri', 'D'), ('Fahad Al Hamad', 'D'), ('Saad Yaslam Balobaid', 'D'), ('Cedric Amissi', 'M'), ('Mohammed Abusabaan', 'M'), ('Fahad Ayed Al-Rashidi', 'M'), ('Mutair Al Zahrani', 'M'), ('Sumaihan Al-Nabet', 'M'), ('Malek Al Abdulmonam', 'F')]",,
60,635925,Al-Ettifaq,Dhamk,4.0,2.0,Prince Mohamed bin Fahd Stadium,Khaled Salwi,8,2020-12-12T16:25:00+03:00,2020/2021,Match Finished,Khaled Al Atawi,4-4-2,"[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Hamad Alsayyaf', 'D'), ('Karol Mets', 'D'), ('Alhwsawi Sanousi Mohammed', 'D'), ('Mohammed Al Kuwaykibi', 'M'), ('Ali Hazazi', 'M'), ('Souza', 'M'), ('Naïm Sliti', 'M'), ('Souleymane Doukara', 'F'), ('Abdullah Al-Salem', 'F')]",N. Zekri,4-1-4-1,"[('Moustapha Zeghba', 'G'), ('Tariq Mohammed', 'D'), ('Farouk Chafaï', 'D'), ('Sergio Vittor', 'D'), ('Mohammed Alzubaidi', 'D'), ('Mohanad Al Najai', 'M'), ('Mazen Abusharara', 'M'), ('Abdulaziz Majrashi', 'M'), ('Bilel Saidani', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Emilio Zelaya', 'F')]",,
61,635926,Al-Fateh,Al Baten,1.0,2.0,Prince Abdullah bin Jalawi Sports City Stadium,Ahmad Al Rumaikhani,8,2020-12-12T16:30:00+03:00,2020/2021,Match Finished,Y. Ferrera,4-2-3-1,"[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Amaar Al Dohaim', 'D'), ('Marwane Saadane', 'D'), ('Tawfiq Buhumaid', 'D'), ('Mohammed Al-Fuhaid', 'M'), ('Sofiane Bendebka', 'M'), ('Mourad Batna', 'M'), ('Ali Al-Zaqan', 'M'), ('Hassan Al-Habib', 'M'), ('Mohammed Al Saeed', 'F')]",José Garrido,4-3-3,"[('Martín Campaña', 'G'), ('Saad Al Khayri', 'D'), ('Renato Chaves', 'D'), ('Xandro Schenk', 'D'), ('Omar Aloudah', 'D'), ('Dhaifallah Al-Qarni', 'M'), ('Zakaria Al-Sudani', 'M'), ('Youssef El Jebli', 'M'), ('Mohamed Rayhi', 'F'), ('Fabio Abreu', 'F'), ('Rakan Shamlan', 'F')]",,
62,635930,Al-Nassr,Al-Ahli Jeddah,1.0,2.0,King Fahd International Stadium,Turki Al Khudair,8,2020-12-12T18:45:00+03:00,2020/2021,Match Finished,,4-2-3-1,"[('Brad Jones', 'G'), ('Sultan Al-Ghannam', 'D'), ('Maicon', 'D'), ('Abdullah Madu', 'D'), ('Jin-su Kim', 'D'), ('Petros', 'M'), ('Abdullah Alkhaibari', 'M'), ('Nordin Amrabat', 'M'), ('Gonzalo Martinez', 'M'), ('Ayman Yahya', 'M'), ('Abderazak Hamdallah', 'F')]",,4-3-3,"[('Mohammed Al-Owais', 'G'), ('Hassoun', 'D'), ('Motaz Hawsawi', 'D'), ('Abdulbaset Al-Hindi', 'D'), ('Lucas Lima', 'D'), ('Nouh Al-Mousa', 'M'), ('Ljubomir Fejsa', 'M'), ('Driss Fettouhi', 'M'), ('Salman Al-Muwashar', 'F'), ('Samuel Owusu', 'F'), ('Alexandru Mitriță', 'F')]",,
