,fixture_id,home_team,away_team,home_goals,away_goals,venue,referee,date,season,home_coach,away_coach,home_formation,away_formation,home_players,away_players
121,151816,Al Taawon,Al-Hazm,1,1,King Abdullah Sport City Stadium,"Svein Oddvar Moen, Norway",2019-01-10T17:10:00+03:00,2018/2019,,,,,,
122,151817,Al Wehda Club,Al-Fateh,1,0,King Abdul Aziz Stadium,"Viktor Kassai, Hungary",2019-01-10T17:35:00+03:00,2018/2019,,,,,,
123,151818,Al-Qadisiyah FC,Al-Ittihad FC,0,1,Prince Saud bin Jalawi Stadium,"Mark Clattenburg, England",2019-01-10T18:50:00+03:00,2018/2019,,,,,,
124,151819,Al-Hilal Saudi FC,Al-Raed,1,1,King Saud University Stadium,"Damir Skomina, Slovenia",2019-01-11T14:25:00+03:00,2018/2019,,,,,,
125,151820,Al Shabab,Al-Fayha,4,1,Al Shabab Club Stadium,"Pawel Raczkowski, Poland",2019-01-11T14:25:00+03:00,2018/2019,,,,,,
126,151821,Al Baten,Al-Ettifaq,0,0,Al-Batin Club Stadium,"Pavel Kralovec, Czech Republic",2019-01-11T14:30:00+03:00,2018/2019,,,,,,
127,151822,Al-Ahli Jeddah,Ohod,5,1,King Abdullah Sports City,"Paolo Silvio Mazzoleni, Italy",2019-01-11T17:35:00+03:00,2018/2019,,,,,,
128,151823,Al-Fateh,Al-Qadisiyah FC,2,0,Prince Abdullah bin Jalawi Stadium,"Mohammed Al Hoaish, Saudi Arabia",2019-01-27T14:20:00+03:00,2018/2019,,,,,,
129,151824,Al-Fayha,Al-Hilal Saudi FC,1,5,Prince Salman Bin Abdulaziz Sport City Stadium,"Bernie Raymond Blom, Netherlands",2019-01-27T17:20:00+03:00,2018/2019,,,,,,
130,151825,Al Baten,Al-Faisaly FC,2,0,Al-Batin Club Stadium,"Khaled Al Teris, Saudi Arabia",2019-01-28T14:30:00+03:00,2018/2019,,,,,,
131,151826,Al-Nassr,Ohod,4,0,Prince Salman Bin Abdulaziz Sport City Stadium,"Svein Oddvar Moen, Norway",2019-01-28T17:20:00+03:00,2018/2019,,,,,,
132,151827,Al Wehda Club,Al-Hazm,1,1,King Abdul Aziz Stadium,"Daniel Stefanski, Poland",2019-01-28T17:50:00+03:00,2018/2019,,,,,,
133,151828,Al Taawon,Al-Ahli Jeddah,3,4,King Abdullah Sport City Stadium,"Mark Clattenburg, England",2019-01-28T19:20:00+03:00,2018/2019,,,,,,
134,151829,Al-Raed,Al-Ettifaq,1,2,King Abdullah Sport City Stadium,"Simon Lee Evans, Wales",2019-01-29T17:25:00+03:00,2018/2019,,,,,,
135,151830,Al-Ittihad FC,Al Shabab,0,0,King Abdullah Sports City,"Bakary Papa Gassama, Gambia",2019-01-29T19:20:00+03:00,2018/2019,,,,,,
136,151831,Al-Qadisiyah FC,Al-Fayha,2,0,Prince Saud bin Jalawi Stadium,"Bavil Rasoviski,",2019-02-02T14:20:00+03:00,2018/2019,,,,,,
137,151832,Al Baten,Al-Ahli Jeddah,1,2,Al-Batin Club Stadium,"Svein Oddvar Moen, Norway",2019-02-02T17:15:00+03:00,2018/2019,,,,,,
138,151833,Al Taawon,Al-Nassr,3,1,King Abdullah Sport City Stadium,"Damir Skomina, Slovenia",2019-02-02T19:15:00+03:00,2018/2019,,,,,,
139,151834,Al-Faisaly FC,Al-Hazm,1,2,Prince Salman Bin Abdulaziz Sport City Stadium,"Pawel Gil, Poland",2019-02-03T14:40:00+03:00,2018/2019,,,,,,
140,151835,Ohod,Al-Ettifaq,2,1,Prince Mohammed bin Abdul Aziz Stadium,"Turki Al Khudair,",2019-02-03T19:15:00+03:00,2018/2019,,,,,,
141,151836,Al-Hilal Saudi FC,Al-Fateh,4,1,King Saud University Stadium,"Paul Rakzoviski,",2019-02-04T17:20:00+03:00,2018/2019,,,,,,
142,151837,Al Shabab,Al-Raed,1,1,Prince Salman Bin Abdulaziz Sport City Stadium,"Nawaf Shukralla, Bahrain",2019-02-04T17:25:00+03:00,2018/2019,,,,,,
143,151838,Al Wehda Club,Al-Ittihad FC,0,2,King Abdul Aziz Stadium,"Svein Oddvar Moen, Norway",2019-02-04T19:15:00+03:00,2018/2019,,,,,,
144,151839,Al-Nassr,Al-Qadisiyah FC,3,1,Prince Faisal bin Fahd Stadium,"Pavel Kralovec, Czech Republic",2019-02-06T19:15:00+03:00,2018/2019,,,,,,
145,151840,Ohod,Al-Faisaly FC,4,1,Prince Mohammed bin Abdul Aziz Stadium,"Shukri Alhunfush, Saudi Arabia",2019-02-07T17:50:00+03:00,2018/2019,,,,,,
146,151841,Al-Hazm,Al-Ahli Jeddah,2,4,Al Hazm Club Stadium,"Artur Soares Dias, Portugal",2019-02-07T19:15:00+03:00,2018/2019,,,,,,
147,151842,Al-Fayha,Al-Ettifaq,1,1,Prince Salman Bin Abdulaziz Sport City Stadium,"Simon Lee Evans, Wales",2019-02-08T14:45:00+03:00,2018/2019,,,,,,
148,151843,Al Baten,Al-Hilal Saudi FC,2,3,Al-Batin Club Stadium,"Bernie Raymond Blom, Netherlands",2019-02-08T19:15:00+03:00,2018/2019,,,,,,
149,151844,Al-Raed,Al Wehda Club,1,3,King Abdullah Sport City Stadium,"Khaled Al Teris, Saudi Arabia",2019-02-09T14:50:00+03:00,2018/2019,,,,,,
150,151845,Al-Fateh,Al Shabab,1,0,Prince Abdullah bin Jalawi Stadium,"Martin Van den Kerkhof, Netherlands",2019-02-09T17:10:00+03:00,2018/2019,,,,,,
151,151846,Al-Ittihad FC,Al Taawon,0,0,King Abdullah Sports City,"Ravshan Irmatov, Uzbekistan",2019-02-09T19:15:00+03:00,2018/2019,,,,,,
152,151847,Al-Hilal Saudi FC,Al-Qadisiyah FC,4,1,King Saud University Stadium,"Tomas Mosyal,",2019-02-12T17:25:00+03:00,2018/2019,,,,,,
153,151848,Al-Ahli Jeddah,Al-Nassr,1,2,King Abdullah Sports City,"Cuneyt Cakir, Turkey",2019-02-12T19:20:00+03:00,2018/2019,,,,,,
154,151849,Al-Hazm,Al Baten,1,0,Al Hazm Club Stadium,"Shukri Alhunfush, Saudi Arabia",2019-02-13T14:50:00+03:00,2018/2019,,,,,,
155,151850,Al-Ettifaq,Al-Faisaly FC,3,4,Prince Saud bin Jalawi Stadium,"Bartosz Frankowski, Poland",2019-02-13T17:10:00+03:00,2018/2019,,,,,,
156,151851,Al-Fayha,Al-Fateh,1,2,Prince Salman Bin Abdulaziz Sport City Stadium,"Turki Al Khudair,",2019-02-14T14:45:00+03:00,2018/2019,,,,,,
157,151852,Al Taawon,Ohod,4,0,King Abdullah Sport City Stadium,"Khaled Al Teris, Saudi Arabia",2019-02-14T17:35:00+03:00,2018/2019,,,,,,
158,151853,Al Shabab,Al Wehda Club,1,0,Prince Faisal bin Fahd Stadium,"Damir Skomina, Slovenia",2019-02-15T17:30:00+03:00,2018/2019,,,,,,
159,151854,Al-Raed,Al-Ittihad FC,1,1,King Abdullah Sport City Stadium,"Bartosz Frankowski, Poland",2019-02-15T19:20:00+03:00,2018/2019,,,,,,
160,151855,Al-Fateh,Al-Ahli Jeddah,2,1,Prince Abdullah bin Jalawi Stadium,"Matteo Konger, New Zealand",2019-02-20T17:20:00+03:00,2018/2019,,,,,,
161,151856,Al-Hazm,Al-Ettifaq,1,1,Al Hazm Club Stadium,"Ravshan Irmatov, Uzbekistan",2019-02-21T14:55:00+03:00,2018/2019,,,,,,
162,151857,Al-Ittihad FC,Al-Hilal Saudi FC,0,2,King Abdullah Sports City,"Danny Desmond Makkelie, Netherlands",2019-02-21T19:25:00+03:00,2018/2019,,,,,,
163,151858,Al Taawon,Al Baten,4,1,King Abdullah Sport City Stadium,"Ravshan Irmatov, Uzbekistan",2019-02-22T14:55:00+03:00,2018/2019,,,,,,
164,151859,Al-Qadisiyah FC,Al Shabab,0,1,Prince Saud bin Jalawi Stadium,"Matt Conger, New Zealand",2019-02-22T17:15:00+03:00,2018/2019,,,,,,
165,151860,Al Wehda Club,Ohod,4,1,King Abdul Aziz Stadium,"Jochem Kamphuis, Netherlands",2019-02-22T19:25:00+03:00,2018/2019,,,,,,
166,151861,Al-Raed,Al-Faisaly FC,0,3,King Abdullah Sport City Stadium,"Danny Desmond Makkelie, Netherlands",2019-02-23T14:55:00+03:00,2018/2019,,,,,,
167,151862,Al-Nassr,Al-Fayha,1,0,Prince Faisal bin Fahd Stadium,"Damir Skomina, Slovenia",2019-02-23T19:25:00+03:00,2018/2019,,,,,,
168,151863,Al Taawon,Al-Ettifaq,4,1,King Abdullah Sport City Stadium,"Pavel Kralovec, Czech Republic",2019-02-28T15:00:00+03:00,2018/2019,,,,,,
169,151864,Ohod,Al-Fateh,0,0,Prince Mohammed bin Abdul Aziz Stadium,"Ovidiu Hategan, Romania",2019-02-28T18:05:00+03:00,2018/2019,,,,,,
170,151865,Al Shabab,Al-Nassr,0,1,Prince Faisal bin Fahd Stadium,"Tasos Sidiropoulos, Greece",2019-02-28T19:30:00+03:00,2018/2019,,,,,,
171,151866,Al-Raed,Al-Qadisiyah FC,0,0,King Abdullah Sport City Stadium,"Kiven Bloum,",2019-03-01T15:00:00+03:00,2018/2019,,,,,,
172,151867,Al-Hilal Saudi FC,Al-Faisaly FC,2,1,King Saud University Stadium,"Bakary Papa Gassama, Gambia",2019-03-01T17:35:00+03:00,2018/2019,,,,,,
173,151868,Al-Ahli Jeddah,Al-Ittihad FC,1,1,King Abdullah Sports City,"Damir Skomina, Slovenia",2019-03-01T19:30:00+03:00,2018/2019,,,,,,
174,151869,Al Baten,Al Wehda Club,1,1,Al-Batin Club Stadium,"Pawel Raczkowski, Poland",2019-03-02T14:50:00+03:00,2018/2019,,,,,,
175,151870,Al-Hazm,Al-Fayha,0,1,Al Hazm Club Stadium,"Anastasios Sidiropoulos, Greece",2019-03-02T15:00:00+03:00,2018/2019,,,,,,
176,151871,Al Shabab,Al-Faisaly FC,2,1,Prince Faisal bin Fahd Stadium,"Pol van Boekel, Netherlands",2019-03-07T17:40:00+03:00,2018/2019,,,,,,
177,151872,Al Taawon,Al-Raed,2,1,King Abdullah Sport City Stadium,"Matt Conger, New Zealand",2019-03-07T19:30:00+03:00,2018/2019,,,,,,
178,151873,Al-Qadisiyah FC,Al-Ahli Jeddah,1,2,Prince Saud bin Jalawi Stadium,"Dennis Higler, Netherlands",2019-03-08T14:40:00+03:00,2018/2019,,,,,,
179,151874,Al-Nassr,Al-Ettifaq,3,2,King Fahd Stadium,"Tomasz Musial, Poland",2019-03-08T17:40:00+03:00,2018/2019,,,,,,
180,151875,Al-Hilal Saudi FC,Al Wehda Club,1,1,King Saud University Stadium,"Damir Skomina, Slovenia",2019-03-08T19:30:00+03:00,2018/2019,,,,,,
181,151876,Al-Ittihad FC,Al-Fayha,2,0,King Abdullah Sports City,"Jorge de Sousa, Portugal",2019-03-08T19:30:00+03:00,2018/2019,,,,,,
182,151877,Al-Fateh,Al Baten,0,2,Prince Abdullah bin Jalawi Stadium,"Pol van Boekel, Netherlands",2019-03-09T14:40:00+03:00,2018/2019,,,,,,
183,151878,Al-Hazm,Ohod,2,2,King Abdullah Sport City Stadium,"Matt Conger, New Zealand",2019-03-09T15:00:00+03:00,2018/2019,,,,,,
184,151879,Al-Faisaly FC,Al-Qadisiyah FC,3,0,Prince Salman Bin Abdulaziz Sport City Stadium,"Damir Skomina, Slovenia",2019-03-14T17:45:00+03:00,2018/2019,,,,,,
185,151880,Al Taawon,Al-Fateh,1,1,King Abdullah Sport City Stadium,"Ravshan Irmatov, Uzbekistan",2019-03-14T19:15:00+03:00,2018/2019,,,,,,
186,151881,Al-Raed,Al Baten,1,0,King Abdullah Sport City Stadium,"Pawel Gil, Poland",2019-03-15T15:00:00+03:00,2018/2019,,,,,,
187,151882,Al-Ettifaq,Al Shabab,1,1,Prince Saud bin Jalawi Stadium,"Szymon Marciniak, Poland",2019-03-15T19:00:00+03:00,2018/2019,,,,,,
188,151883,Al-Hazm,Al-Ittihad FC,0,3,Al Hazem Club Stadium,"Ovidiu Hategan, Romania",2019-03-16T15:00:00+03:00,2018/2019,,,,,,
189,151884,Al Wehda Club,Al-Nassr,0,4,King Abdul Aziz Stadium,"Ravshan Irmatov, Uzbekistan",2019-03-16T19:30:00+03:00,2018/2019,,,,,,
190,151885,Al-Hilal Saudi FC,Ohod,0,0,King Saud University Stadium,"Ovidiu Hategan, Romania",2019-03-23T19:05:00+03:00,2018/2019,,,,,,
191,151887,Al-Hazm,Al-Fateh,1,0,Al Hazem Club Stadium,"Joao Carlos Santos Capela, Portugal",2019-03-28T15:00:00+03:00,2018/2019,,,,,,
192,151888,Al-Fayha,Al Baten,2,1,Prince Salman Bin Abdulaziz Sport City Stadium,"Viktor Kassai, Hungary",2019-03-28T17:55:00+03:00,2018/2019,,,,,,
193,151889,Al Taawon,Al Wehda Club,1,0,King Abdullah Sport City Stadium,"Szymon Marciniak, Poland",2019-03-28T18:00:00+03:00,2018/2019,,,,,,
194,151890,Al-Ettifaq,Al-Qadisiyah FC,3,2,Prince Saud bin Jalawi Stadium,"Damir Skomina, Slovenia",2019-03-28T19:30:00+03:00,2018/2019,,,,,,
195,151891,Al-Ahli Jeddah,Al-Raed,4,5,King Abdullah Sports City,"Pavel Kralovec, Czech Republic",2019-03-28T19:40:00+03:00,2018/2019,,,,,,
196,151892,Al-Faisaly FC,Al-Ittihad FC,3,2,Prince Salman Bin Abdulaziz Sport City Stadium,"Pavel Kralovec, Czech Republic",2019-03-29T17:55:00+03:00,2018/2019,,,,,,
197,151893,Al-Nassr,Al-Hilal Saudi FC,3,2,Prince Faisal bin Fahd Stadium,"Cuneyt Cakir, Turkey",2019-03-29T19:40:00+03:00,2018/2019,,,,,,
198,151894,Ohod,Al Shabab,1,2,Prince Mohammed bin Abdul Aziz Stadium,"Viktor Kassai, Hungary",2019-03-30T18:15:00+03:00,2018/2019,,,,,,
199,151886,Al-Fayha,Al-Ahli Jeddah,0,2,Prince Salman Bin Abdulaziz Sport City Stadium,"Anastasios Sidiropoulos, Greece",2019-04-01T18:55:00+03:00,2018/2019,,,,,,
200,151895,Al-Raed,Al-Nassr,0,5,King Abdullah Sport City Stadium,"Bakary Papa Gassama, Gambia",2019-04-04T19:00:00+03:00,2018/2019,,,,,,
201,151896,Al-Hazm,Al-Hilal Saudi FC,2,3,Al Hazem Club Stadium,"Damir Skomina, Slovenia",2019-04-04T20:45:00+03:00,2018/2019,,,,,,
202,151897,Al-Qadisiyah FC,Ohod,4,2,Prince Saud bin Jalawi Stadium,"Artur Soares Dias, Portugal",2019-04-05T18:35:00+03:00,2018/2019,,,,,,
203,151898,Al-Faisaly FC,Al-Fateh,1,1,Prince Salman Bin Abdulaziz Sport City Stadium,"Matt Conger, New Zealand",2019-04-05T18:55:00+03:00,2018/2019,,,,,,
204,151899,Al-Ittihad FC,Al Baten,4,1,King Abdullah Sports City,"Ovidiu Hategan, Romania",2019-04-05T20:45:00+03:00,2018/2019,,,,,,
205,151900,Al Shabab,Al-Ahli Jeddah,0,4,Prince Faisal bin Fahd Stadium,"Felix Brych, Germany",2019-04-05T20:45:00+03:00,2018/2019,,,,,,
206,151901,Al-Fayha,Al Taawon,2,1,Prince Salman Bin Abdulaziz Sport City Stadium,"Damir Skomina, Slovenia",2019-04-06T18:55:00+03:00,2018/2019,,,,,,
207,151902,Al Wehda Club,Al-Ettifaq,3,1,King Abdul Aziz Stadium,"Svein Oddvar Moen, Norway",2019-04-06T20:45:00+03:00,2018/2019,,,,,,
208,151903,Al-Ettifaq,Al-Fateh,0,0,Prince Mohamed Bin Fahd Stadium,"Serdar Gozubuyuk, Netherlands",2019-04-11T18:40:00+03:00,2018/2019,,,,,,
209,151904,Al Baten,Al Shabab,1,2,Al-Batin Club Stadium,"Ravshan Irmatov, Uzbekistan",2019-04-11T19:00:00+03:00,2018/2019,,,,,,
210,151905,Al-Hazm,Al-Raed,1,0,Al Hazem Club Stadium,"Artur Soares Dias, Portugal",2019-04-11T20:30:00+03:00,2018/2019,,,,,,
211,151906,Al Taawon,Al-Qadisiyah FC,2,0,King Abdullah Sport City Stadium,"Miroslav Zelinka, Czech Republic",2019-04-12T19:05:00+03:00,2018/2019,,,,,,
212,151907,Ohod,Al-Fayha,1,3,Prince Mohammed bin Abdul Aziz Stadium,"Joao Pedro Pinheiro, Portugal",2019-04-12T19:20:00+03:00,2018/2019,,,,,,
213,151908,Al Wehda Club,Al-Faisaly FC,1,2,King Abdul Aziz Stadium,"Szymon Marciniak, Poland",2019-04-12T20:45:00+03:00,2018/2019,,,,,,
214,151909,Al-Ahli Jeddah,Al-Hilal Saudi FC,0,1,King Abdullah Sports City,"Szymon Marciniak, Poland",2019-04-12T20:45:00+03:00,2018/2019,,,,,,
215,151910,Al-Nassr,Al-Ittihad FC,2,3,King Fahd Stadium,"Pavel Kralovec, Czech Republic",2019-04-13T18:50:00+03:00,2018/2019,,,,,,
216,151911,Al-Nassr,Al-Fateh,5,0,Prince Mohamed Bin Fahd Stadium,"Viktor Kassai, Hungary",2019-04-18T20:45:00+03:00,2018/2019,,,,,,
217,151912,Al-Ittihad FC,Al-Ettifaq,2,0,King Abdullah Sports City,"Szymon Marciniak, Poland",2019-04-18T20:45:00+03:00,2018/2019,,,,,,
218,151913,Al-Qadisiyah FC,Al Baten,0,2,Prince Saud bin Jalawi Stadium,"Deniz Aytekin, Germany",2019-04-19T18:45:00+03:00,2018/2019,,,,,,
219,151914,Al-Raed,Ohod,5,1,King Abdullah Sport City Stadium,"Joao Carlos Santos Capela, Portugal",2019-04-19T20:30:00+03:00,2018/2019,,,,,,
220,151915,Al-Ahli Jeddah,Al Wehda Club,3,2,King Abdullah Sports City,"Bakary Papa Gassama, Gambia",2019-04-19T20:45:00+03:00,2018/2019,,,,,,
221,151916,Al Shabab,Al-Hazm,2,0,Prince Faisal bin Fahd Stadium,"Damir Skomina, Slovenia",2019-04-20T18:55:00+03:00,2018/2019,,,,,,
222,151917,Al-Fayha,Al-Faisaly FC,3,4,Prince Salman Bin Abdulaziz Sport City Stadium,"Viktor Kassai, Hungary",2019-04-20T20:30:00+03:00,2018/2019,,,,,,
223,151918,Al-Hilal Saudi FC,Al Taawon,0,2,King Saud University Stadium,"Artur Soares Dias, Portugal",2019-04-29T19:00:00+03:00,2018/2019,,,,,,
224,151919,Al-Raed,Al-Fayha,0,0,King Abdullah Sport City Stadium,"Svein Oddvar Moen, Norway",2019-05-11T22:30:00+03:00,2018/2019,,,,,,
225,151920,Al Baten,Ohod,0,1,Al-Batin Club Stadium,"Woosung Kim, South Korea",2019-05-11T22:30:00+03:00,2018/2019,,,,,,
226,151921,Al-Faisaly FC,Al-Ahli Jeddah,1,4,Prince Salman Bin Abdulaziz Sport City Stadium,"Turki Al Khudair,",2019-05-11T22:30:00+03:00,2018/2019,,,,,,
227,151922,Al-Hazm,Al-Nassr,0,3,Al Hazem Club Stadium,"Viktor Kassai, Hungary",2019-05-11T22:30:00+03:00,2018/2019,,,,,,
228,151923,Al-Ittihad FC,Al-Fateh,6,2,King Abdullah Sports City,"Anastasios Sidiropoulos, Greece",2019-05-11T22:30:00+03:00,2018/2019,,,,,,
229,151924,Al Shabab,Al Taawon,0,0,Prince Faisal bin Fahd Stadium,"Pavel Kralovec, Czech Republic",2019-05-11T22:30:00+03:00,2018/2019,,,,,,
230,151925,Al Wehda Club,Al-Qadisiyah FC,4,0,King Abdul Aziz Stadium,"Shukri Al Hanfosh, Saudi Arabia",2019-05-11T22:30:00+03:00,2018/2019,,,,,,
231,151926,Al-Ettifaq,Al-Hilal Saudi FC,0,1,Prince Saud bin Jalawi Stadium,"Damir Skomina, Slovenia",2019-05-11T22:30:00+03:00,2018/2019,,,,,,
232,151928,Al-Fateh,Al-Raed,0,4,Prince Abdullah bin Jalawi Stadium,"Pavel Kralovec, Czech Republic",2019-05-16T22:30:00+03:00,2018/2019,,,,,,
233,151929,Al-Fayha,Al Wehda Club,5,2,Prince Salman Bin Abdulaziz Sport City Stadium,"Woosung Kim, South Korea",2019-05-16T22:30:00+03:00,2018/2019,,,,,,
234,151930,Al-Hilal Saudi FC,Al Shabab,3,2,King Saud University Stadium,"Daniele Orsato, Italy",2019-05-16T22:30:00+03:00,2018/2019,,,,,,
235,151931,Al-Nassr,Al Baten,2,1,Prince Faisal bin Fahd Stadium,"Ovidiu Hategan, Romania",2019-05-16T22:30:00+03:00,2018/2019,,,,,,
236,151932,Al-Qadisiyah FC,Al-Hazm,2,2,Prince Saud bin Jalawi Stadium,"Antonio Mateu, Spain",2019-05-16T22:30:00+03:00,2018/2019,,,,,,
237,151933,Al Taawon,Al-Faisaly FC,2,1,King Abdullah Sport City Stadium,"Anastasios Sidiropoulos, Greece",2019-05-16T22:30:00+03:00,2018/2019,,,,,,
238,151934,Ohod,Al-Ittihad FC,1,0,Prince Mohammed bin Abdul Aziz Stadium,"Matt Conger, New Zealand",2019-05-16T22:30:00+03:00,2018/2019,,,,,,
239,151927,Al-Ahli Jeddah,Al-Ettifaq,5,0,King Abdullah Sports City,"Viktor Kassai, Hungary",2019-05-16T22:30:00+03:00,2018/2019,,,,,,
